Day of Week,Date,Hour ending,Hourly volume Southbound,HCV % Southbound,Hourly volume Northbound,HCV % Northbound,Total volume,Total % HCV
Mon, Jan 17 2011,2400,110,13.6,193,2.6,303,6.6
Tue, Jan 18 2011,0100,65,18.5,116,4.3,181,9.4
Tue, Jan 18 2011,0200,25,44,65,18.5,90,25.6
Tue, Jan 18 2011,0300,25,40,33,24.2,58,31
Tue, Jan 18 2011,0400,33,33.3,56,14.3,89,21.3
Tue, Jan 18 2011,0500,89,13.5,44,22.7,133,16.5
Tue, Jan 18 2011,0600,249,19.3,90,21.1,339,19.8
Tue, Jan 18 2011,0700,768,9.1,200,18,968,11
Tue, Jan 18 2011,0800,2094,5,479,11.7,2573,6.2
Tue, Jan 18 2011,0900,2190,3.9,833,7.7,3023,5
Tue, Jan 18 2011,1000,1504,6.2,690,8.4,2194,6.9
Tue, Jan 18 2011,1100,1048,10.2,529,13,1577,11.2
Tue, Jan 18 2011,1200,876,9.5,583,11.7,1459,10.3
Tue, Jan 18 2011,1300,758,11.6,702,8.5,1460,10.1
Tue, Jan 18 2011,1400,765,11.6,813,8,1578,9.8
Tue, Jan 18 2011,1500,736,10.7,950,7.6,1686,9
Tue, Jan 18 2011,1600,733,10.5,1093,5.4,1826,7.4
Tue, Jan 18 2011,1700,793,10.3,1663,4.1,2456,6.1
Tue, Jan 18 2011,1800,939,7.5,2030,3.3,2969,4.6
Tue, Jan 18 2011,1900,740,5.7,1737,2.1,2477,3.2
Tue, Jan 18 2011,2000,533,5.6,904,2.3,1437,3.5
Tue, Jan 18 2011,2100,317,9.5,660,1.8,977,4.3
Tue, Jan 18 2011,2200,228,4.8,551,1.8,779,2.7
Tue, Jan 18 2011,2300,177,5.6,396,1.8,573,3
Tue, Jan 18 2011,2400,105,9.5,218,5.5,323,6.8
Wed, Jan 19 2011,0100,55,20,112,3.6,167,9
Wed, Jan 19 2011,0200,41,26.8,57,10.5,98,17.3
Wed, Jan 19 2011,0300,23,26.1,31,19.4,54,22.2
Wed, Jan 19 2011,0400,37,21.6,38,28.9,75,25.3
Wed, Jan 19 2011,0500,79,17.7,47,12.8,126,15.9
Wed, Jan 19 2011,0600,244,16.8,70,22.9,314,18.2
Wed, Jan 19 2011,0700,850,8.7,167,20.4,1017,10.6
Wed, Jan 19 2011,0800,2022,5.2,518,12.9,2540,6.8
Wed, Jan 19 2011,0900,2271,3.1,767,7.2,3038,4.1
Wed, Jan 19 2011,1000,1468,5,641,7.5,2109,5.8
Wed, Jan 19 2011,1100,1062,9.3,484,12.2,1546,10.2
Wed, Jan 19 2011,1200,889,10.7,581,10.7,1470,10.7
Wed, Jan 19 2011,1300,786,9.9,732,8.2,1518,9.1
Wed, Jan 19 2011,1400,818,10.4,902,8.1,1720,9.2
Wed, Jan 19 2011,1500,743,10.4,990,5.8,1733,7.7
Wed, Jan 19 2011,1600,732,9.8,1163,6.4,1895,7.7
Wed, Jan 19 2011,1700,738,8.4,1680,4.9,2418,6
Wed, Jan 19 2011,1800,872,6.7,2030,2.3,2902,3.6
Wed, Jan 19 2011,1900,832,5.9,1729,2.4,2561,3.5
Wed, Jan 19 2011,2000,577,4,975,1.9,1552,2.7
Wed, Jan 19 2011,2100,302,8.3,685,1.2,987,3.3
Wed, Jan 19 2011,2200,239,4.2,542,1.5,781,2.3
Wed, Jan 19 2011,2300,195,7.2,425,1.6,620,3.4
Wed, Jan 19 2011,2400,121,10.7,208,2.9,329,5.8
Thu, Jan 20 2011,0100,46,10.9,104,4.8,150,6.7
Thu, Jan 20 2011,0200,30,23.3,82,8.5,112,12.5
Thu, Jan 20 2011,0300,29,27.6,35,14.3,64,20.3
Thu, Jan 20 2011,0400,31,25.8,51,13.7,82,18.3
Thu, Jan 20 2011,0500,79,12.7,57,17.5,136,14.7
Thu, Jan 20 2011,0600,241,17.8,95,21.1,336,18.8
Thu, Jan 20 2011,0700,825,7.3,182,23.1,1007,10.1
Thu, Jan 20 2011,0800,1948,5.2,515,12.4,2463,6.7
Thu, Jan 20 2011,0900,2211,3.7,851,7.3,3062,4.7
Thu, Jan 20 2011,1000,1543,5.7,642,10.7,2185,7.2
Thu, Jan 20 2011,1100,1041,8.4,541,12.6,1582,9.8
Thu, Jan 20 2011,1200,823,9.5,654,10.2,1477,9.8
Thu, Jan 20 2011,1300,853,10.8,719,11.3,1572,11
Thu, Jan 20 2011,1400,799,10.5,843,8.5,1642,9.5
Thu, Jan 20 2011,1500,814,11.3,950,8,1764,9.5
Thu, Jan 20 2011,1600,759,10.9,1133,7,1892,8.6
Thu, Jan 20 2011,1700,848,8.4,1677,4.2,2525,5.6
Thu, Jan 20 2011,1800,934,6.2,1994,2.8,2928,3.9
Thu, Jan 20 2011,1900,793,5.3,1675,2.3,2468,3.2
Thu, Jan 20 2011,2000,594,4.7,1071,2.5,1665,3.3
Thu, Jan 20 2011,2100,325,5.8,771,1.8,1096,3
Thu, Jan 20 2011,2200,271,6.3,637,1.9,908,3.2
Thu, Jan 20 2011,2300,210,5.2,408,1.5,618,2.8
Thu, Jan 20 2011,2400,104,6.7,254,2,358,3.4
Fri, Jan 21 2011,0100,51,15.7,135,1.5,186,5.4
Fri, Jan 21 2011,0200,33,24.2,86,15.1,119,17.6
Fri, Jan 21 2011,0300,31,22.6,42,19,73,20.5
Fri, Jan 21 2011,0400,39,25.6,69,15.9,108,19.4
Fri, Jan 21 2011,0500,86,18.6,58,12.1,144,16
Fri, Jan 21 2011,0600,221,17.2,98,22.4,319,18.8
Fri, Jan 21 2011,0700,791,10.1,203,28.6,994,13.9
Fri, Jan 21 2011,0800,1818,6.1,456,11.2,2274,7.1
Fri, Jan 21 2011,0900,2120,4.1,788,7,2908,4.9
Fri, Jan 21 2011,1000,1446,7.1,628,11.1,2074,8.3
Fri, Jan 21 2011,1100,997,9.1,589,15.1,1586,11.3
Fri, Jan 21 2011,1200,850,10.1,665,11.7,1515,10.8
Fri, Jan 21 2011,1300,897,11.4,817,10.6,1714,11
Fri, Jan 21 2011,1400,879,10.9,1044,8,1923,9.3
Fri, Jan 21 2011,1500,775,9,1105,5.8,1880,7.1
Fri, Jan 21 2011,1600,846,9.9,1456,5,2302,6.8
Fri, Jan 21 2011,1700,899,8,1905,3.7,2804,5.1
Fri, Jan 21 2011,1800,895,5,2073,2.5,2968,3.2
Fri, Jan 21 2011,1900,839,5.4,1685,2.1,2524,3.2
Fri, Jan 21 2011,2000,680,5,1115,1.8,1795,3
Fri, Jan 21 2011,2100,452,5.1,788,1.6,1240,2.9
Fri, Jan 21 2011,2200,268,4.9,578,1.7,846,2.7
Fri, Jan 21 2011,2300,216,4.6,354,2.3,570,3.2
Fri, Jan 21 2011,2400,128,6.2,301,2.3,429,3.5
Sat, Jan 22 2011,0100,86,12.8,152,3.3,238,6.7
Sat, Jan 22 2011,0200,70,5.7,111,4.5,181,5
Sat, Jan 22 2011,0300,30,23.3,78,11.5,108,14.8
Sat, Jan 22 2011,0400,47,21.3,75,8,122,13.1
Sat, Jan 22 2011,0500,58,12.1,87,6.9,145,9
Sat, Jan 22 2011,0600,121,9.1,82,17.1,203,12.3
Sat, Jan 22 2011,0700,237,7.6,112,5.4,349,6.9
Sat, Jan 22 2011,0800,412,8.7,206,11.7,618,9.7
Sat, Jan 22 2011,0900,583,6,331,5.1,914,5.7
Sat, Jan 22 2011,1000,817,3.9,487,3.9,1304,3.9
Sat, Jan 22 2011,1100,869,4.7,548,5.1,1417,4.9
Sat, Jan 22 2011,1200,1009,3.8,746,4.8,1755,4.2
Sat, Jan 22 2011,1300,1000,3.6,888,2.6,1888,3.1
Sat, Jan 22 2011,1400,1020,3.4,1067,1.8,2087,2.6
Sat, Jan 22 2011,1500,966,3.2,1050,2.6,2016,2.9
Sat, Jan 22 2011,1600,883,3.1,1033,2,1916,2.5
Sat, Jan 22 2011,1700,753,1.7,1184,1.5,1937,1.6
Sat, Jan 22 2011,1800,720,3.9,1155,1.2,1875,2.2
Sat, Jan 22 2011,1900,681,3.4,969,2.1,1650,2.6
Sat, Jan 22 2011,2000,607,2.8,686,1.5,1293,2.1
Sat, Jan 22 2011,2100,386,2.1,573,1,959,1.5
Sat, Jan 22 2011,2200,264,1.1,309,1.3,573,1.2
Sat, Jan 22 2011,2300,196,2.6,244,3.7,440,3.2
Sat, Jan 22 2011,2400,140,2.1,281,1.1,421,1.4
Sun, Jan 23 2011,0100,107,9.3,162,1.2,269,4.5
Sun, Jan 23 2011,0200,76,5.3,120,0.8,196,2.6
Sun, Jan 23 2011,0300,53,7.5,86,1.2,139,3.6
Sun, Jan 23 2011,0400,39,5.1,72,4.2,111,4.5
Sun, Jan 23 2011,0500,45,8.9,73,8.2,118,8.5
Sun, Jan 23 2011,0600,80,5,86,2.3,166,3.6
Sun, Jan 23 2011,0700,133,5.3,98,4.1,231,4.8
Sun, Jan 23 2011,0800,195,5.6,140,7.1,335,6.3
Sun, Jan 23 2011,0900,240,4.2,210,3.8,450,4
Sun, Jan 23 2011,1000,380,3.4,244,4.5,624,3.8
Sun, Jan 23 2011,1100,608,2.1,430,1.2,1038,1.7
Sun, Jan 23 2011,1200,914,2.3,601,1.2,1515,1.8
Sun, Jan 23 2011,1300,1106,0.7,813,2.3,1919,1.4
Sun, Jan 23 2011,1400,1292,1.2,1060,1.8,2352,1.5
Sun, Jan 23 2011,1500,1224,0.9,1030,1.3,2254,1.1
Sun, Jan 23 2011,1600,1035,2.7,1049,1.1,2084,1.9
Sun, Jan 23 2011,1700,1039,1.9,1120,0.4,2159,1.2
Sun, Jan 23 2011,1800,916,3.7,1111,1.1,2027,2.3
Sun, Jan 23 2011,1900,842,3.9,1021,1.8,1863,2.7
Sun, Jan 23 2011,2000,784,2.4,683,1,1467,1.8
Sun, Jan 23 2011,2100,563,2.1,578,0.5,1141,1.3
Sun, Jan 23 2011,2200,406,2.2,378,3.7,784,2.9
Sun, Jan 23 2011,2300,225,1.8,238,2.1,463,1.9
Sun, Jan 23 2011,2400,119,4.2,202,1,321,2.2
Mon, Jan 24 2011,0100,53,9.4,106,3.8,159,5.7
Mon, Jan 24 2011,0200,28,14.3,59,10.2,87,11.5
Mon, Jan 24 2011,0300,24,29.2,30,16.7,54,22.2
Mon, Jan 24 2011,0400,34,14.7,35,20,69,17.4
Mon, Jan 24 2011,0500,78,10.3,32,15.6,110,11.8
Mon, Jan 24 2011,0600,263,17.1,112,18.8,375,17.6
Mon, Jan 24 2011,0700,902,7.6,218,16.5,1120,9.4
Mon, Jan 24 2011,0800,2003,4.7,492,10.4,2495,5.9
Mon, Jan 24 2011,0900,2217,4.7,763,6.8,2980,5.3
Mon, Jan 24 2011,1000,1386,6.9,643,10.4,2029,8
Mon, Jan 24 2011,1100,939,9.6,557,10.8,1496,10
Mon, Jan 24 2011,1200,749,12.6,605,13.9,1354,13.1
Mon, Jan 24 2011,1300,833,11.4,705,11.8,1538,11.6
Mon, Jan 24 2011,1400,763,12.7,791,7.2,1554,9.9
Mon, Jan 24 2011,1500,701,9.8,942,8.2,1643,8.9
Mon, Jan 24 2011,1600,690,11.3,1107,5.2,1797,7.6
Mon, Jan 24 2011,1700,818,9.2,1620,3.7,2438,5.5
Mon, Jan 24 2011,1800,825,7,2014,2.9,2839,4.1
Mon, Jan 24 2011,1900,698,5.9,1492,3.2,2190,4
Mon, Jan 24 2011,2000,472,4.4,908,3,1380,3.5
Mon, Jan 24 2011,2100,272,9.2,612,2.3,884,4.4
Mon, Jan 24 2011,2200,257,5.1,450,3.6,707,4.1
Mon, Jan 24 2011,2300,160,2.5,328,3,488,2.9
Mon, Jan 24 2011,2400,90,20,210,2.4,300,7.7
Tue, Jan 25 2011,0100,38,15.8,101,3,139,6.5
Tue, Jan 25 2011,0200,26,30.8,62,16.1,88,20.5
Tue, Jan 25 2011,0300,24,33.3,43,9.3,67,17.9
Tue, Jan 25 2011,0400,35,28.6,34,14.7,69,21.7
Tue, Jan 25 2011,0500,89,11.2,38,5.3,127,9.4
Tue, Jan 25 2011,0600,226,15,79,21.5,305,16.7
Tue, Jan 25 2011,0700,885,8.4,195,23.6,1080,11.1
Tue, Jan 25 2011,0800,2059,3.9,509,13,2568,5.7
Tue, Jan 25 2011,0900,2099,5,800,7.4,2899,5.7
Tue, Jan 25 2011,1000,1426,5.6,652,11.8,2078,7.6
Tue, Jan 25 2011,1100,919,9.2,598,12,1517,10.3
Tue, Jan 25 2011,1200,793,11.7,705,14.2,1498,12.9
Tue, Jan 25 2011,1300,825,12.2,764,12.8,1589,12.5
Tue, Jan 25 2011,1400,790,11,870,7.2,1660,9
Tue, Jan 25 2011,1500,815,12.9,946,7.6,1761,10.1
Tue, Jan 25 2011,1600,751,12.6,1151,5.9,1902,8.6
Tue, Jan 25 2011,1700,801,11.4,1693,3.4,2494,6
Tue, Jan 25 2011,1800,872,7.1,2104,2.7,2976,4
Tue, Jan 25 2011,1900,722,6.1,1632,2,2354,3.3
Tue, Jan 25 2011,2000,516,6.8,930,1.8,1446,3.6
Tue, Jan 25 2011,2100,317,7.3,671,1.6,988,3.4
Tue, Jan 25 2011,2200,273,4.4,500,2.4,773,3.1
Tue, Jan 25 2011,2300,205,3.9,406,1.5,611,2.3
Tue, Jan 25 2011,2400,109,7.3,237,2.1,346,3.8
Wed, Jan 26 2011,0100,46,15.2,124,2.4,170,5.9
Wed, Jan 26 2011,0200,31,35.5,64,10.9,95,18.9
Wed, Jan 26 2011,0300,25,40,46,15.2,71,23.9
Wed, Jan 26 2011,0400,24,16.7,44,18.2,68,17.6
Wed, Jan 26 2011,0500,80,13.8,40,20,120,15.8
Wed, Jan 26 2011,0600,228,15.8,82,23.2,310,17.7
Wed, Jan 26 2011,0700,868,7.1,191,20.9,1059,9.6
Wed, Jan 26 2011,0800,2002,4.4,465,13.3,2467,6.1
Wed, Jan 26 2011,0900,2104,4,780,6.8,2884,4.8
Wed, Jan 26 2011,1000,1444,6.2,631,9,2075,7
Wed, Jan 26 2011,1100,1000,9.7,593,11.1,1593,10.2
Wed, Jan 26 2011,1200,858,10.4,601,10.8,1459,10.6
Wed, Jan 26 2011,1300,807,10.2,754,9.9,1561,10.1
Wed, Jan 26 2011,1400,830,8.9,901,7.5,1731,8.2
Wed, Jan 26 2011,1500,763,12.3,917,5.2,1680,8.5
Wed, Jan 26 2011,1600,733,10.4,1207,7.8,1940,8.8
Wed, Jan 26 2011,1700,757,10.6,1691,4.1,2448,6.1
Wed, Jan 26 2011,1800,891,6.7,1981,3.2,2872,4.3
Wed, Jan 26 2011,1900,816,6.1,1597,2.5,2413,3.7
Wed, Jan 26 2011,2000,579,5.2,1014,2.2,1593,3.3
Wed, Jan 26 2011,2100,336,6.8,702,2.1,1038,3.7
Wed, Jan 26 2011,2200,255,3.5,594,1.3,849,2
Wed, Jan 26 2011,2300,184,4.3,393,1.8,577,2.6
Wed, Jan 26 2011,2400,93,15.1,220,4.1,313,7.3
Thu, Jan 27 2011,0100,42,4.8,129,1.6,171,2.3
Thu, Jan 27 2011,0200,30,30,69,15.9,99,20.2
Thu, Jan 27 2011,0300,24,29.2,35,11.4,59,18.6
Thu, Jan 27 2011,0400,37,35.1,48,18.8,85,25.9
Thu, Jan 27 2011,0500,77,9.1,59,22,136,14.7
Thu, Jan 27 2011,0600,238,15.1,93,22.6,331,17.2
Thu, Jan 27 2011,0700,872,7.3,204,20.1,1076,9.8
Thu, Jan 27 2011,0800,1989,5.2,511,10.8,2500,6.4
Thu, Jan 27 2011,0900,2167,3.6,804,8,2971,4.7
Thu, Jan 27 2011,1000,1429,5.1,690,10.1,2119,6.7
Thu, Jan 27 2011,1100,1045,7.7,573,12,1618,9.2
Thu, Jan 27 2011,1200,865,9.9,624,11.2,1489,10.5
Thu, Jan 27 2011,1300,829,10.7,771,9.6,1600,10.2
Thu, Jan 27 2011,1400,810,13.5,883,8,1693,10.6
Thu, Jan 27 2011,1500,779,10,956,6.8,1735,8.2
Thu, Jan 27 2011,1600,802,9.2,1160,5.9,1962,7.2
Thu, Jan 27 2011,1700,786,8.9,1656,3.9,2442,5.5
Thu, Jan 27 2011,1800,981,6.2,2022,3,3003,4
Thu, Jan 27 2011,1900,823,5.6,1582,2.5,2405,3.5
Thu, Jan 27 2011,2000,620,5,1047,2.4,1667,3.4
Thu, Jan 27 2011,2100,394,5.3,774,1.7,1168,2.9
Thu, Jan 27 2011,2200,271,4.8,699,2.4,970,3.1
Thu, Jan 27 2011,2300,185,5.4,425,1.6,610,2.8
Thu, Jan 27 2011,2400,96,9.4,309,1.9,405,3.7
Fri, Jan 28 2011,0100,53,13.2,150,2,203,4.9
Fri, Jan 28 2011,0200,28,21.4,76,14.5,104,16.3
Fri, Jan 28 2011,0300,29,31,44,20.5,73,24.7
Fri, Jan 28 2011,0400,29,27.6,53,18.9,82,22
Fri, Jan 28 2011,0500,81,14.8,75,20,156,17.3
Fri, Jan 28 2011,0600,208,15.4,108,21.3,316,17.4
Fri, Jan 28 2011,0700,755,7.5,224,19.6,979,10.3
Fri, Jan 28 2011,0800,1893,5.3,512,12.7,2405,6.9
Fri, Jan 28 2011,0900,2031,4.2,786,9.5,2817,5.7
Fri, Jan 28 2011,1000,1428,6.7,616,11,2044,8
Fri, Jan 28 2011,1100,1021,9.9,575,12.5,1596,10.8
Fri, Jan 28 2011,1200,767,10.8,703,10.8,1470,10.8
Fri, Jan 28 2011,1300,805,11.4,820,10,1625,10.7
Fri, Jan 28 2011,1400,830,11,1081,6.8,1911,8.6
Fri, Jan 28 2011,1500,811,9.4,1111,6.8,1922,7.9
Fri, Jan 28 2011,1600,927,9,1417,5.4,2344,6.8
Fri, Jan 28 2011,1700,975,7.8,1789,2.5,2764,4.4
Fri, Jan 28 2011,1800,954,6.2,1807,3.1,2761,4.2
Fri, Jan 28 2011,1900,865,4.5,1717,3,2582,3.5
Fri, Jan 28 2011,2000,714,5.3,1185,1.8,1899,3.1
Fri, Jan 28 2011,2100,439,4.8,801,1,1240,2.3
Fri, Jan 28 2011,2200,279,4.3,627,1.1,906,2.1
Fri, Jan 28 2011,2300,210,4.3,419,1.9,629,2.7
Fri, Jan 28 2011,2400,126,6.3,317,2.8,443,3.8
Sat, Jan 29 2011,0100,98,11.2,204,2.5,302,5.3
Sat, Jan 29 2011,0200,55,10.9,141,7.8,196,8.7
Sat, Jan 29 2011,0300,36,16.7,93,5.4,129,8.5
Sat, Jan 29 2011,0400,47,14.9,80,6.2,127,9.4
Sat, Jan 29 2011,0500,75,6.7,90,7.8,165,7.3
Sat, Jan 29 2011,0600,109,7.3,95,13.7,204,10.3
Sat, Jan 29 2011,0700,222,8.6,139,10.8,361,9.4
Sat, Jan 29 2011,0800,396,7.1,218,17,614,10.6
Sat, Jan 29 2011,0900,661,6.1,372,4.6,1033,5.5
Sat, Jan 29 2011,1000,799,4.5,528,5.5,1327,4.9
Sat, Jan 29 2011,1100,903,4.2,626,5.4,1529,4.7
Sat, Jan 29 2011,1200,976,3.7,796,4.8,1772,4.2
Sat, Jan 29 2011,1300,1087,3.8,996,3.6,2083,3.7
Sat, Jan 29 2011,1400,1140,1.9,1080,3.5,2220,2.7
Sat, Jan 29 2011,1500,1032,2.5,1054,2.2,2086,2.3
Sat, Jan 29 2011,1600,897,6,1144,2.2,2041,3.9
Sat, Jan 29 2011,1700,892,3.9,1182,1.4,2074,2.5
Sat, Jan 29 2011,1800,908,5,1153,2.1,2061,3.3
Sat, Jan 29 2011,1900,818,2.2,1141,1.5,1959,1.8
Sat, Jan 29 2011,2000,600,3.2,748,1.1,1348,2
Sat, Jan 29 2011,2100,415,1.7,530,1.9,945,1.8
Sat, Jan 29 2011,2200,283,2.8,362,2.5,645,2.6
Sat, Jan 29 2011,2300,191,5.8,343,2,534,3.4
Sat, Jan 29 2011,2400,130,3.8,335,1.2,465,1.9
Sun, Jan 30 2011,0100,92,6.5,157,2.5,249,4
Sun, Jan 30 2011,0200,73,1.4,160,2.5,233,2.1
Sun, Jan 30 2011,0300,62,11.3,109,0.9,171,4.7
Sun, Jan 30 2011,0400,48,10.4,81,7.4,129,8.5
Sun, Jan 30 2011,0500,51,3.9,75,2.7,126,3.2
Sun, Jan 30 2011,0600,62,6.5,84,1.2,146,3.4
Sun, Jan 30 2011,0700,115,5.2,109,3.7,224,4.5
Sun, Jan 30 2011,0800,238,2.5,152,5.9,390,3.8
Sun, Jan 30 2011,0900,216,3.7,222,3.6,438,3.7
Sun, Jan 30 2011,1000,429,3.5,286,2.1,715,2.9
Sun, Jan 30 2011,1100,661,2.4,480,2.3,1141,2.4
Sun, Jan 30 2011,1200,835,1.6,586,1.5,1421,1.5
Sun, Jan 30 2011,1300,1259,2.1,891,1.9,2150,2
Sun, Jan 30 2011,1400,1323,1.1,1195,1.4,2518,1.3
Sun, Jan 30 2011,1500,1187,2,1128,1.4,2315,1.7
Sun, Jan 30 2011,1600,1129,2.3,1097,0.8,2226,1.6
Sun, Jan 30 2011,1700,1080,2.4,1134,1.1,2214,1.8
Sun, Jan 30 2011,1800,959,3.3,1165,0.8,2124,1.9
Sun, Jan 30 2011,1900,866,2.5,1109,1.1,1975,1.7
Sun, Jan 30 2011,2000,805,1.9,730,0.8,1535,1.4
Sun, Jan 30 2011,2100,631,1.4,585,2.1,1216,1.7
Sun, Jan 30 2011,2200,402,2.2,389,2.3,791,2.3
Sun, Jan 30 2011,2300,220,2.7,281,2.1,501,2.4
Sun, Jan 30 2011,2400,118,5.1,176,3.4,294,4.1
Mon, Jan 31 2011,0100,49,14.3,95,4.2,144,7.6
Mon, Jan 31 2011,0200,20,25,62,6.5,82,11
Mon, Jan 31 2011,0300,25,24,43,14,68,17.6
Mon, Jan 31 2011,0400,38,21.1,40,17.5,78,19.2
Mon, Jan 31 2011,0500,91,13.2,36,19.4,127,15
Mon, Jan 31 2011,0600,237,10.1,97,14.4,334,11.4
Mon, Jan 31 2011,0700,863,6.4,210,17.6,1073,8.6
Mon, Jan 31 2011,0800,2067,5.2,516,10.1,2583,6.2
Mon, Jan 31 2011,0900,2206,3.4,791,7.5,2997,4.5
Mon, Jan 31 2011,1000,1448,6.2,669,7.5,2117,6.6
Mon, Jan 31 2011,1100,981,10.6,599,11.2,1580,10.8
Mon, Jan 31 2011,1200,807,11.4,562,13.3,1369,12.2
Mon, Jan 31 2011,1300,793,12.2,728,11.3,1521,11.8
Mon, Jan 31 2011,1400,813,9.7,851,7.9,1664,8.8
Mon, Jan 31 2011,1500,749,9.6,891,6.7,1640,8
Mon, Jan 31 2011,1600,708,10.3,1148,5.8,1856,7.5
Mon, Jan 31 2011,1700,747,8.6,1603,3.7,2350,5.3
Mon, Jan 31 2011,1800,819,6.6,1990,3,2809,4.1
Mon, Jan 31 2011,1900,725,6.1,1581,2.4,2306,3.6
Mon, Jan 31 2011,2000,509,6.3,820,3.4,1329,4.5
Mon, Jan 31 2011,2100,281,6.8,625,2.7,906,4
Mon, Jan 31 2011,2200,208,6.2,453,1.3,661,2.9
Mon, Jan 31 2011,2300,165,3.6,355,2.8,520,3.1
Mon, Jan 31 2011,2400,88,10.2,201,3.5,289,5.5
Tue, Feb 1 2011,0100,49,24.5,109,5.5,158,11.4
Tue, Feb 1 2011,0200,25,28,61,11.5,86,16.3
Tue, Feb 1 2011,0300,19,36.8,31,22.6,50,28
Tue, Feb 1 2011,0400,29,20.7,44,18.2,73,19.2
Tue, Feb 1 2011,0500,86,10.5,33,21.2,119,13.4
Tue, Feb 1 2011,0600,230,17.8,87,23,317,19.2
Tue, Feb 1 2011,0700,821,7.2,194,17,1015,9.1
Tue, Feb 1 2011,0800,2060,4.2,494,9.7,2554,5.2
Tue, Feb 1 2011,0900,2242,5,874,8,3116,5.8
Tue, Feb 1 2011,1000,1429,5.9,676,9.9,2105,7.2
Tue, Feb 1 2011,1100,976,8.3,651,14.1,1627,10.6
Tue, Feb 1 2011,1200,786,11.2,652,14,1438,12.4
Tue, Feb 1 2011,1300,770,10,737,7.9,1507,9
Tue, Feb 1 2011,1400,811,11.5,859,8.5,1670,9.9
Tue, Feb 1 2011,1500,781,11.3,936,8.3,1717,9.7
Tue, Feb 1 2011,1600,730,10.7,1132,5.1,1862,7.3
Tue, Feb 1 2011,1700,785,7.9,1611,4.4,2396,5.6
Tue, Feb 1 2011,1800,878,7.2,2119,3.1,2997,4.3
Tue, Feb 1 2011,1900,826,6.2,1637,2.5,2463,3.7
Tue, Feb 1 2011,2000,572,5.1,960,1.9,1532,3.1
Tue, Feb 1 2011,2100,342,7.3,637,2.8,979,4.4
Tue, Feb 1 2011,2200,235,7.2,568,2.6,803,4
Tue, Feb 1 2011,2300,161,8.7,437,0.9,598,3
Tue, Feb 1 2011,2400,90,11.1,252,3.6,342,5.6
Wed, Feb 2 2011,0100,51,9.8,101,4,152,5.9
Wed, Feb 2 2011,0200,32,31.2,70,4.3,102,12.7
Wed, Feb 2 2011,0300,28,25,47,12.8,75,17.3
Wed, Feb 2 2011,0400,39,12.8,37,18.9,76,15.8
Wed, Feb 2 2011,0500,78,21.8,43,16.3,121,19.8
Wed, Feb 2 2011,0600,248,12.5,77,18.2,325,13.8
Wed, Feb 2 2011,0700,834,7.8,192,21.4,1026,10.3
Wed, Feb 2 2011,0800,2029,4.5,465,11.6,2494,5.8
Wed, Feb 2 2011,0900,2245,4.4,831,8.5,3076,5.5
Wed, Feb 2 2011,1000,1428,5.2,649,10.6,2077,6.9
Wed, Feb 2 2011,1100,842,10.1,546,10.3,1388,10.2
Wed, Feb 2 2011,1200,811,13.8,657,11.9,1468,12.9
Wed, Feb 2 2011,1300,801,10.6,773,11.3,1574,10.9
Wed, Feb 2 2011,1400,753,10.8,864,8.2,1617,9.4
Wed, Feb 2 2011,1500,766,10.6,952,6,1718,8
Wed, Feb 2 2011,1600,722,11.6,1156,5.6,1878,7.9
Wed, Feb 2 2011,1700,761,11,1634,4,2395,6.3
Wed, Feb 2 2011,1800,903,6.2,2011,2.4,2914,3.6
Wed, Feb 2 2011,1900,806,4.8,1658,2.8,2464,3.5
Wed, Feb 2 2011,2000,541,5.4,911,2.1,1452,3.3
Wed, Feb 2 2011,2100,336,4.8,703,1.6,1039,2.6
Wed, Feb 2 2011,2200,260,7.3,581,2.1,841,3.7
Wed, Feb 2 2011,2300,199,6.5,452,2.4,651,3.7
Wed, Feb 2 2011,2400,105,6.7,232,3.9,337,4.7
Thu, Feb 3 2011,0100,54,14.8,96,4.2,150,8
Thu, Feb 3 2011,0200,27,40.7,62,6.5,89,16.9
Thu, Feb 3 2011,0300,32,31.2,46,17.4,78,23.1
Thu, Feb 3 2011,0400,30,16.7,47,17,77,16.9
Thu, Feb 3 2011,0500,79,11.4,45,13.3,124,12.1
Thu, Feb 3 2011,0600,243,14.4,101,13.9,344,14.2
Thu, Feb 3 2011,0700,824,7.6,200,25,1024,11
Thu, Feb 3 2011,0800,2005,4.8,506,12.5,2511,6.4
Thu, Feb 3 2011,0900,2295,3.8,865,7.4,3160,4.8
Thu, Feb 3 2011,1000,1423,5.7,706,10.2,2129,7.2
Thu, Feb 3 2011,1100,973,9.7,589,11.7,1562,10.4
Thu, Feb 3 2011,1200,893,11.8,591,12,1484,11.9
Thu, Feb 3 2011,1300,850,9.1,744,10.6,1594,9.8
Thu, Feb 3 2011,1400,818,11.4,874,8.4,1692,9.8
Thu, Feb 3 2011,1500,728,14,1031,7.4,1759,10.1
Thu, Feb 3 2011,1600,751,9.6,1128,5.8,1879,7.3
Thu, Feb 3 2011,1700,831,10.1,1638,4.2,2469,6.2
Thu, Feb 3 2011,1800,960,6,2016,2.9,2976,3.9
Thu, Feb 3 2011,1900,793,5.7,1648,2.7,2441,3.6
Thu, Feb 3 2011,2000,598,4,1060,2.7,1658,3.2
Thu, Feb 3 2011,2100,352,6.2,833,1.6,1185,3
