Day of Week,Date,Hour ending,Hourly volume Westbound,HCV % Westbound,Hourly volume Eastbound,HCV % Eastbound,Total volume,Total % HCV
Wed, May 18 2011,1800,2379,3.9,1286,7.7,3665,5.2
Wed, May 18 2011,1900,1869,2.8,1141,6.3,3010,4.1
Wed, May 18 2011,2000,1159,4.7,819,7.2,1978,5.7
Wed, May 18 2011,2100,852,6.6,537,7.3,1389,6.8
Wed, May 18 2011,2200,670,6.1,482,9.5,1152,7.6
Wed, May 18 2011,2300,554,5.8,397,10.1,951,7.6
Wed, May 18 2011,2400,611,4.7,284,8.8,895,6
Thu, May 19 2011,0100,271,11.8,97,16.5,368,13
Thu, May 19 2011,0200,162,24.7,60,15,222,22.1
Thu, May 19 2011,0300,98,32.7,46,30.4,144,31.9
Thu, May 19 2011,0400,50,42,70,27.1,120,33.3
Thu, May 19 2011,0500,84,39.3,136,28.7,220,32.7
Thu, May 19 2011,0600,147,33.3,334,19.8,481,23.9
Thu, May 19 2011,0700,430,23,1070,7.9,1500,12.2
Thu, May 19 2011,0800,902,17.1,2331,4.7,3233,8.2
Thu, May 19 2011,0900,1056,9.9,2187,4.8,3243,6.5
Thu, May 19 2011,1000,1005,15.1,1472,7.7,2477,10.7
Thu, May 19 2011,1100,470,12.6,1106,13.7,1576,13.4
Thu, May 19 2011,1200,1088,11.9,1004,16.3,2092,14
Thu, May 19 2011,1300,810,12.8,1041,16.1,1851,14.7
Thu, May 19 2011,1400,1283,11,991,13.4,2274,12
Thu, May 19 2011,1500,688,8.6,1036,13.6,1724,11.6
Thu, May 19 2011,1600,1413,8.6,1069,11.1,2482,9.7
Thu, May 19 2011,1700,2272,4.8,1177,9.9,3449,6.5
Thu, May 19 2011,1800,2426,4.1,1213,7.2,3639,5.1
Thu, May 19 2011,1900,1963,4.5,1224,6.9,3187,5.4
Thu, May 19 2011,2000,1317,3.6,898,6.7,2215,4.8
Thu, May 19 2011,2100,1012,5.1,686,7.3,1698,6
Thu, May 19 2011,2200,881,3.7,548,7.7,1429,5.2
Thu, May 19 2011,2300,606,7.4,386,7.8,992,7.6
Thu, May 19 2011,2400,343,6.7,260,11.9,603,9
Fri, May 20 2011,0100,230,13,93,12.9,323,13
Fri, May 20 2011,0200,147,21.8,63,27,210,23.3
Fri, May 20 2011,0300,86,37.2,49,38.8,135,37.8
Fri, May 20 2011,0400,73,38.4,76,27.6,149,32.9
Fri, May 20 2011,0500,105,40,129,32.6,234,35.9
Fri, May 20 2011,0600,143,42.7,318,18.2,461,25.8
Fri, May 20 2011,0700,430,23.7,1006,7.2,1436,12.1
Fri, May 20 2011,0800,773,19.1,2069,4.9,2842,8.8
Fri, May 20 2011,0900,986,13.1,2081,5.7,3067,8.1
Fri, May 20 2011,1000,922,12.6,1516,8.4,2438,10
Fri, May 20 2011,1100,989,11.8,1131,12.2,2120,12
Fri, May 20 2011,1200,1147,11.2,1127,13.8,2274,12.5
Fri, May 20 2011,1300,1344,10,1121,14.6,2465,12.1
Fri, May 20 2011,1400,1510,7.1,1105,12.6,2615,9.4
Fri, May 20 2011,1500,1805,6,1125,11.7,2930,8.2
Fri, May 20 2011,1600,2338,4.1,1285,10.7,3623,6.5
Fri, May 20 2011,1700,2855,3.2,1372,8.7,4227,5
Fri, May 20 2011,1800,2868,2.6,1303,7.3,4171,4.1
Fri, May 20 2011,1900,2350,3.4,1320,5.8,3670,4.3
Fri, May 20 2011,2000,1899,2.4,1102,3.9,3001,2.9
Fri, May 20 2011,2100,1304,3.3,765,6.1,2069,4.3
Fri, May 20 2011,2200,868,3.5,599,6.2,1467,4.6
Fri, May 20 2011,2300,594,5.4,438,6.8,1032,6
Fri, May 20 2011,2400,406,6.9,287,5.6,693,6.3
Sat, May 21 2011,0100,263,8.4,173,8.1,436,8.3
Sat, May 21 2011,0200,204,14.7,72,8.3,276,13
Sat, May 21 2011,0300,116,23.3,64,18.8,180,21.7
Sat, May 21 2011,0400,94,24.5,79,20.3,173,22.5
Sat, May 21 2011,0500,99,23.2,121,18.2,220,20.5
Sat, May 21 2011,0600,137,14.6,194,14.4,331,14.5
Sat, May 21 2011,0700,278,17.3,360,9.4,638,12.9
Sat, May 21 2011,0800,502,8.8,607,6.9,1109,7.8
Sat, May 21 2011,0900,694,7.9,813,8.4,1507,8.2
Sat, May 21 2011,1000,989,6,1006,5.7,1995,5.8
Sat, May 21 2011,1100,1263,3.8,1229,5.3,2492,4.5
Sat, May 21 2011,1200,1427,3.9,1225,5.3,2652,4.5
Sat, May 21 2011,1300,1525,3,1353,4.8,2878,3.9
Sat, May 21 2011,1400,1676,2.7,1396,2.8,3072,2.7
Sat, May 21 2011,1500,1580,1.8,1431,2.7,3011,2.2
Sat, May 21 2011,1600,1574,1.7,1230,3.1,2804,2.3
Sat, May 21 2011,1700,1493,1.5,1203,3.9,2696,2.6
Sat, May 21 2011,1800,1379,1.8,1037,2.4,2416,2.1
Sat, May 21 2011,1900,1256,1.9,1040,2.3,2296,2.1
Sat, May 21 2011,2000,1028,2.2,969,2.8,1997,2.5
Sat, May 21 2011,2100,838,1.6,753,4,1591,2.7
Sat, May 21 2011,2200,592,1.2,558,2.5,1150,1.8
Sat, May 21 2011,2300,358,3.4,394,3.8,752,3.6
Sat, May 21 2011,2400,259,2.7,303,5.9,562,4.4
Sun, May 22 2011,0100,238,3.8,182,2.2,420,3.1
Sun, May 22 2011,0200,177,6.8,111,2.7,288,5.2
Sun, May 22 2011,0300,131,10.7,85,7.1,216,9.3
Sun, May 22 2011,0400,87,6.9,81,7.4,168,7.1
Sun, May 22 2011,0500,84,3.6,112,4.5,196,4.1
Sun, May 22 2011,0600,93,3.2,145,10.3,238,7.6
Sun, May 22 2011,0700,188,8.5,233,3.9,421,5.9
Sun, May 22 2011,0800,267,7.5,317,7.3,584,7.4
Sun, May 22 2011,0900,394,4.3,334,5.4,728,4.8
Sun, May 22 2011,1000,521,5.6,539,4.5,1060,5
Sun, May 22 2011,1100,688,4.1,741,5.7,1429,4.9
Sun, May 22 2011,1200,824,3.5,1041,3.1,1865,3.3
Sun, May 22 2011,1300,1009,3.2,1465,3.1,2474,3.1
Sun, May 22 2011,1400,1054,1.4,1712,1.6,2766,1.5
Sun, May 22 2011,1500,1103,2.6,1649,2.2,2752,2.4
Sun, May 22 2011,1600,1143,2.6,1686,2,2829,2.3
Sun, May 22 2011,1700,1184,1.9,1504,1.8,2688,1.9
Sun, May 22 2011,1800,1212,2.4,1581,2.3,2793,2.3
Sun, May 22 2011,1900,1391,2,1780,2.1,3171,2.1
Sun, May 22 2011,2000,1253,2.5,1825,2.5,3078,2.5
Sun, May 22 2011,2100,980,2.7,1749,1.8,2729,2.1
Sun, May 22 2011,2200,618,4,1399,1.9,2017,2.5
Sun, May 22 2011,2300,380,5,888,2.6,1268,3.3
Sun, May 22 2011,2400,252,6.7,475,2.7,727,4.1
Mon, May 23 2011,0100,191,8.9,206,8.3,397,8.6
Mon, May 23 2011,0200,127,13.4,69,14.5,196,13.8
Mon, May 23 2011,0300,59,35.6,56,21.4,115,28.7
Mon, May 23 2011,0400,71,33.8,65,21.5,136,27.9
Mon, May 23 2011,0500,68,35.3,169,18.9,237,23.6
Mon, May 23 2011,0600,138,27.5,347,14.1,485,17.9
Mon, May 23 2011,0700,435,23.2,1136,5.6,1571,10.5
Mon, May 23 2011,0800,798,13.5,2440,4,3238,6.4
Mon, May 23 2011,0900,917,10.5,2345,3.8,3262,5.7
Mon, May 23 2011,1000,895,12.1,1543,5.4,2438,7.8
Mon, May 23 2011,1100,728,16.9,1105,9.2,1833,12.3
Mon, May 23 2011,1200,839,12.3,1034,14.7,1873,13.6
Mon, May 23 2011,1300,837,12.7,1046,12.7,1883,12.7
Mon, May 23 2011,1400,1010,10.7,1059,12.2,2069,11.5
Mon, May 23 2011,1500,1067,10.8,1099,10.5,2166,10.6
Mon, May 23 2011,1600,1218,8.5,1080,11.2,2298,9.8
Mon, May 23 2011,1700,1806,6.1,1095,10,2901,7.6
Mon, May 23 2011,1800,2149,3.4,1094,7.5,3243,4.8
Mon, May 23 2011,1900,1678,3.3,1054,6.5,2732,4.5
Mon, May 23 2011,2000,1112,4.4,775,7.6,1887,5.7
Mon, May 23 2011,2100,813,5.4,563,6,1376,5.7
Mon, May 23 2011,2200,762,4.9,509,9.8,1271,6.8
Mon, May 23 2011,2300,497,5.6,405,8.9,902,7.1
Mon, May 23 2011,2400,429,5.4,275,13.5,704,8.5
Tue, May 24 2011,0100,263,10.3,107,15,370,11.6
Tue, May 24 2011,0200,133,21.8,62,32.3,195,25.1
Tue, May 24 2011,0300,85,24.7,42,28.6,127,26
Tue, May 24 2011,0400,73,34.2,48,20.8,121,28.9
Tue, May 24 2011,0500,86,31.4,153,26.8,239,28.5
Tue, May 24 2011,0600,144,36.8,316,22.8,460,27.2
Tue, May 24 2011,0700,391,20.5,1082,7.9,1473,11.2
Tue, May 24 2011,0800,872,15.7,2413,4.1,3285,7.2
Tue, May 24 2011,0900,1120,12.5,2212,4.5,3332,7.2
Tue, May 24 2011,1000,859,12.8,1666,6.7,2525,8.8
Tue, May 24 2011,1100,920,13,1146,9.9,2066,11.3
Tue, May 24 2011,1200,985,13.6,1081,13.4,2066,13.5
Tue, May 24 2011,1300,1019,11.2,1045,13.2,2064,12.2
Tue, May 24 2011,1400,1082,11.3,1057,12.5,2139,11.9
Tue, May 24 2011,1500,1189,8.8,1054,12.4,2243,10.5
Tue, May 24 2011,1600,1413,6,1133,12.1,2546,8.7
Tue, May 24 2011,1700,2019,5,1215,10.4,3234,7
Tue, May 24 2011,1800,2473,2.9,1298,7.6,3771,4.5
Tue, May 24 2011,1900,2128,3.3,1287,6.2,3415,4.4
Tue, May 24 2011,2000,1242,4,873,6.6,2115,5.1
Tue, May 24 2011,2100,862,5.5,634,8.4,1496,6.7
Tue, May 24 2011,2200,691,6.4,585,8,1276,7.1
Tue, May 24 2011,2300,636,5.2,399,10.3,1035,7.1
Tue, May 24 2011,2400,510,4.9,272,10.3,782,6.8
Wed, May 25 2011,0100,255,12.2,122,14.8,377,13
Wed, May 25 2011,0200,150,23.3,43,20.9,193,22.8
Wed, May 25 2011,0300,95,31.6,54,29.6,149,30.9
Wed, May 25 2011,0400,55,38.2,67,23.9,122,30.3
Wed, May 25 2011,0500,108,36.1,139,27.3,247,31.2
Wed, May 25 2011,0600,141,34,299,17.4,440,22.7
Wed, May 25 2011,0700,385,22.1,1084,8.2,1469,11.8
Wed, May 25 2011,0800,857,14.8,2336,3.6,3193,6.6
Wed, May 25 2011,0900,1067,12.2,2340,4.8,3407,7.1
Wed, May 25 2011,1000,982,13.2,1819,6.6,2801,8.9
Wed, May 25 2011,1100,908,11.6,1278,10.1,2186,10.7
Wed, May 25 2011,1200,928,12.1,1185,13.4,2113,12.8
Wed, May 25 2011,1300,1022,9.5,1096,13.6,2118,11.6
Wed, May 25 2011,1400,1164,8.2,1101,13,2265,10.5
Wed, May 25 2011,1500,1260,8.7,1061,11.6,2321,10
Wed, May 25 2011,1600,1507,7,1175,12.7,2682,9.5
Wed, May 25 2011,1700,2013,5.1,1204,12,3217,7.6
Wed, May 25 2011,1800,2591,4.1,1271,8.8,3862,5.7
Wed, May 25 2011,1900,2134,3.8,1220,6.8,3354,4.9
Wed, May 25 2011,2000,1306,4.1,873,7.2,2179,5.4
Wed, May 25 2011,2100,918,4.9,609,8,1527,6.2
Wed, May 25 2011,2200,749,7.1,492,7.7,1241,7.3
Wed, May 25 2011,2300,587,6.8,398,9,985,7.7
Wed, May 25 2011,2400,351,7.1,269,10.4,620,8.5
Thu, May 26 2011,0100,296,9.8,114,14,410,11
Thu, May 26 2011,0200,136,22.8,56,19.6,192,21.9
Thu, May 26 2011,0300,85,42.4,49,34.7,134,39.6
Thu, May 26 2011,0400,49,38.8,60,45,109,42.2
Thu, May 26 2011,0500,111,30.6,144,22.9,255,26.3
Thu, May 26 2011,0600,161,33.5,295,21,456,25.4
Thu, May 26 2011,0700,421,25.2,1070,7.7,1491,12.6
Thu, May 26 2011,0800,862,15.3,2236,4.4,3098,7.5
Thu, May 26 2011,0900,1109,12.3,2338,5.4,3447,7.6
Thu, May 26 2011,1000,967,13.7,1733,5.5,2700,8.4
Thu, May 26 2011,1100,867,11.1,1248,11.4,2115,11.3
Thu, May 26 2011,1200,918,11.9,1129,12.8,2047,12.4
Thu, May 26 2011,1300,1019,9.4,1030,15.7,2049,12.6
Thu, May 26 2011,1400,1205,8.8,1109,12.2,2314,10.4
Thu, May 26 2011,1500,1298,9.2,1089,12.9,2387,10.9
Thu, May 26 2011,1600,1506,6.3,1202,13.5,2708,9.5
Thu, May 26 2011,1700,2192,4.8,1243,11.3,3435,7.2
Thu, May 26 2011,1800,2545,3.4,1297,6.8,3842,4.5
Thu, May 26 2011,1900,2148,3.7,1298,6.7,3446,4.8
Thu, May 26 2011,2000,1435,3.1,999,5.8,2434,4.2
Thu, May 26 2011,2100,1048,4.7,660,7.6,1708,5.8
Thu, May 26 2011,2200,893,3.7,549,7.7,1442,5.2
Thu, May 26 2011,2300,709,4.5,417,8.9,1126,6.1
Thu, May 26 2011,2400,404,5.9,306,9.2,710,7.3
Fri, May 27 2011,0100,283,10.6,122,16.4,405,12.3
Fri, May 27 2011,0200,172,16.3,72,19.4,244,17.2
Fri, May 27 2011,0300,112,27.7,54,27.8,166,27.7
Fri, May 27 2011,0400,73,35.6,70,25.7,143,30.8
Fri, May 27 2011,0500,119,37,151,25.8,270,30.7
Fri, May 27 2011,0600,152,32.9,333,20.1,485,24.1
Fri, May 27 2011,0700,416,26.4,929,7.4,1345,13.3
Fri, May 27 2011,0800,829,18,2030,4.8,2859,8.6
Fri, May 27 2011,0900,1006,13.5,2059,5.2,3065,8
Fri, May 27 2011,1000,935,12,1520,7,2455,8.9
Fri, May 27 2011,1100,954,12.4,1204,11,2158,11.6
Fri, May 27 2011,1200,1103,8.7,1125,14.8,2228,11.8
Fri, May 27 2011,1300,1336,9.4,1196,13.3,2532,11.3
Fri, May 27 2011,1400,1611,7.3,1273,13,2884,9.8
Fri, May 27 2011,1500,1839,5.7,1288,10.9,3127,7.8
Fri, May 27 2011,1600,2417,4.6,1350,9.1,3767,6.2
Fri, May 27 2011,1700,2734,3.1,1311,9.4,4045,5.1
Fri, May 27 2011,1800,2813,2.8,1398,6.3,4211,3.9
Fri, May 27 2011,1900,2570,2.7,1434,5.2,4004,3.6
Fri, May 27 2011,2000,1795,2.9,1160,4.7,2955,3.6
Fri, May 27 2011,2100,1324,3,855,4.8,2179,3.7
Fri, May 27 2011,2200,863,3.2,651,5.8,1514,4.4
Fri, May 27 2011,2300,596,4.2,443,6.8,1039,5.3
Fri, May 27 2011,2400,444,5.9,323,6.5,767,6.1
Sat, May 28 2011,0100,304,8.6,167,7.8,471,8.3
Sat, May 28 2011,0200,235,10.6,94,9.6,329,10.3
Sat, May 28 2011,0300,151,18.5,94,12.8,245,16.3
Sat, May 28 2011,0400,104,20.2,88,27.3,192,23.4
Sat, May 28 2011,0500,122,18,110,21.8,232,19.8
Sat, May 28 2011,0600,124,12.1,189,18.5,313,16
Sat, May 28 2011,0700,291,12.7,326,7.4,617,9.9
Sat, May 28 2011,0800,490,10,609,7.6,1099,8.6
Sat, May 28 2011,0900,796,5.5,770,6,1566,5.7
Sat, May 28 2011,1000,975,5.2,1110,5,2085,5.1
Sat, May 28 2011,1100,1242,2.7,1255,4.7,2497,3.7
Sat, May 28 2011,1200,1507,3.7,1458,5.1,2965,4.4
Sat, May 28 2011,1300,1609,1.9,1596,3.8,3205,2.9
Sat, May 28 2011,1400,1744,2.4,1569,2.2,3313,2.3
Sat, May 28 2011,1500,1677,1.4,1469,2.6,3146,2
Sat, May 28 2011,1600,1668,1.5,1310,2.5,2978,1.9
Sat, May 28 2011,1700,1552,1.4,1295,1.9,2847,1.7
Sat, May 28 2011,1800,1431,2.4,1124,2.6,2555,2.5
Sat, May 28 2011,1900,1361,2.6,1115,2.3,2476,2.5
Sat, May 28 2011,2000,1017,2,975,2.8,1992,2.4
Sat, May 28 2011,2100,628,2.5,631,4.6,1259,3.6
Sat, May 28 2011,2200,397,2,448,4.5,845,3.3
Sat, May 28 2011,2300,418,1,351,2,769,1.4
Sat, May 28 2011,2400,429,1.2,281,2.8,710,1.8
Sun, May 29 2011,0100,258,4.7,163,3.1,421,4
Sun, May 29 2011,0200,223,9,88,3.4,311,7.4
Sun, May 29 2011,0300,148,6.1,92,4.3,240,5.4
Sun, May 29 2011,0400,119,12.6,82,4.9,201,9.5
Sun, May 29 2011,0500,82,7.3,85,8.2,167,7.8
Sun, May 29 2011,0600,94,4.3,88,6.8,182,5.5
Sun, May 29 2011,0700,152,9.2,187,4.3,339,6.5
Sun, May 29 2011,0800,225,8,335,2.1,560,4.5
Sun, May 29 2011,0900,369,5.4,281,5,650,5.2
Sun, May 29 2011,1000,552,5.1,591,4.7,1143,4.9
Sun, May 29 2011,1100,655,3.2,797,4.5,1452,3.9
Sun, May 29 2011,1200,835,1.6,1239,2.8,2074,2.3
Sun, May 29 2011,1300,1124,1.6,1490,1.3,2614,1.5
Sun, May 29 2011,1400,1271,1.9,1698,1.4,2969,1.6
Sun, May 29 2011,1500,1287,1.4,1661,1,2948,1.2
Sun, May 29 2011,1600,1306,2,1522,1.4,2828,1.7
Sun, May 29 2011,1700,1508,1.5,1614,2.5,3122,2
Sun, May 29 2011,1800,1402,1.7,1616,1.4,3018,1.5
Sun, May 29 2011,1900,1478,1.4,1661,2.2,3139,1.8
Sun, May 29 2011,2000,1172,1.7,1665,1.4,2837,1.5
Sun, May 29 2011,2100,860,2,1470,1.2,2330,1.5
Sun, May 29 2011,2200,802,4.7,1179,2.1,1981,3.2
Sun, May 29 2011,2300,579,2.8,741,2.3,1320,2.5
Sun, May 29 2011,2400,293,5.1,369,2.4,662,3.6
Mon, May 30 2011,0100,201,10.4,200,3,401,6.7
Mon, May 30 2011,0200,120,12.5,68,2.9,188,9
Mon, May 30 2011,0300,65,24.6,53,17,118,21.2
Mon, May 30 2011,0400,53,39.6,73,13.7,126,24.6
Mon, May 30 2011,0500,81,33.3,133,23.3,214,27.1
Mon, May 30 2011,0600,157,28.7,298,20.1,455,23.1
Mon, May 30 2011,0700,407,19.9,1052,4.4,1459,8.7
Mon, May 30 2011,0800,824,15.9,2448,4.1,3272,7.1
Mon, May 30 2011,0900,1030,10.7,2348,3.7,3378,5.8
Mon, May 30 2011,1000,884,14.4,1656,6,2540,8.9
Mon, May 30 2011,1100,840,13.9,1244,9.5,2084,11.3
Mon, May 30 2011,1200,861,11.7,1185,12.5,2046,12.2
Mon, May 30 2011,1300,1035,11.9,1221,12,2256,11.9
Mon, May 30 2011,1400,1086,9.9,1184,11.4,2270,10.7
Mon, May 30 2011,1500,1228,10.6,1083,11.9,2311,11.2
Mon, May 30 2011,1600,1432,6.8,1121,11.4,2553,8.8
Mon, May 30 2011,1700,1961,5.1,1101,11,3062,7.2
Mon, May 30 2011,1800,2404,3.5,1189,7.4,3593,4.8
Mon, May 30 2011,1900,1986,4.6,1142,6.9,3128,5.4
Mon, May 30 2011,2000,1157,2.9,821,6.7,1978,4.4
Mon, May 30 2011,2100,788,4.2,611,5.7,1399,4.9
Mon, May 30 2011,2200,576,4.9,496,7.9,1072,6.2
Mon, May 30 2011,2300,469,5.8,357,11.8,826,8.4
Mon, May 30 2011,2400,290,7.2,258,6.6,548,6.9
Tue, May 31 2011,0100,161,16.1,96,17.7,257,16.7
Tue, May 31 2011,0200,112,22.3,51,29.4,163,24.5
Tue, May 31 2011,0300,57,45.6,39,35.9,96,41.7
Tue, May 31 2011,0400,68,38.2,67,23.9,135,31.1
Tue, May 31 2011,0500,71,40.8,149,24.2,220,29.5
Tue, May 31 2011,0600,117,35,276,21,393,25.2
Tue, May 31 2011,0700,404,24.3,1057,5.4,1461,10.6
Tue, May 31 2011,0800,788,15.6,2306,4,3094,6.9
Tue, May 31 2011,0900,1046,12.4,2271,4,3317,6.6
Tue, May 31 2011,1000,917,13.4,1641,6.6,2558,9.1
Tue, May 31 2011,1100,815,14.1,1252,11.3,2067,12.4
Tue, May 31 2011,1200,833,13.8,1122,14.3,1955,14.1
Tue, May 31 2011,1300,962,10,1023,16.6,1985,13.4
Tue, May 31 2011,1400,1104,9.4,995,11.8,2099,10.5
Tue, May 31 2011,1500,1150,9.6,1016,12,2166,10.7
Tue, May 31 2011,1600,1319,6.7,1075,11,2394,8.6
Tue, May 31 2011,1700,2059,5.1,1062,10.7,3121,7
Tue, May 31 2011,1800,2553,3,1157,9,3710,4.9
Tue, May 31 2011,1900,2072,3.5,1108,6.1,3180,4.4
Tue, May 31 2011,2000,1190,3.4,848,7.4,2038,5.1
Tue, May 31 2011,2100,848,4.7,654,7.2,1502,5.8
Tue, May 31 2011,2200,656,5.9,479,7.3,1135,6.5
Tue, May 31 2011,2300,446,5.6,369,7.6,815,6.5
Tue, May 31 2011,2400,346,6.9,270,7.4,616,7.1
Wed, Jun 1 2011,0100,209,12,131,19.1,340,14.7
Wed, Jun 1 2011,0200,139,22.3,52,23.1,191,22.5
Wed, Jun 1 2011,0300,75,28,36,27.8,111,27.9
Wed, Jun 1 2011,0400,40,32.5,61,24.6,101,27.7
Wed, Jun 1 2011,0500,86,27.9,159,24.5,245,25.7
Wed, Jun 1 2011,0600,138,42.8,292,19.5,430,27
Wed, Jun 1 2011,0700,403,21.1,1014,6.5,1417,10.7
Wed, Jun 1 2011,0800,859,16.6,2358,4.4,3217,7.7
Wed, Jun 1 2011,0900,1052,10.8,2260,4.7,3312,6.7
Wed, Jun 1 2011,1000,880,14.3,1640,6.8,2520,9.4
Wed, Jun 1 2011,1100,853,14.5,1185,10.4,2038,12.1
Wed, Jun 1 2011,1200,826,10.3,1019,12.1,1845,11.3
Wed, Jun 1 2011,1300,1010,9.2,1061,13,2071,11.2
Wed, Jun 1 2011,1400,1122,8.5,1118,16.2,2240,12.3
Wed, Jun 1 2011,1500,1236,7.8,1009,12.3,2245,9.8
Wed, Jun 1 2011,1600,1407,7.1,1069,12.3,2476,9.3
Wed, Jun 1 2011,1700,2014,5.4,1165,9.3,3179,6.8
Wed, Jun 1 2011,1800,2503,3.7,1189,7.8,3692,5
Wed, Jun 1 2011,1900,2125,3.2,1144,6.7,3269,4.4
Wed, Jun 1 2011,2000,1322,3.8,912,6.4,2234,4.8
Wed, Jun 1 2011,2100,902,5.1,628,6.4,1530,5.6
Wed, Jun 1 2011,2200,687,4.7,558,8.2,1245,6.3
Wed, Jun 1 2011,2300,562,5.3,387,8,949,6.4
Wed, Jun 1 2011,2400,364,6,261,11.1,625,8.2
Thu, Jun 2 2011,0100,223,13.5,103,22.3,326,16.3
Thu, Jun 2 2011,0200,110,28.2,55,12.7,165,23
Thu, Jun 2 2011,0300,92,40.2,42,47.6,134,42.5
Thu, Jun 2 2011,0400,52,53.8,72,22.2,124,35.5
Thu, Jun 2 2011,0500,89,30.3,133,30.1,222,30.2
Thu, Jun 2 2011,0600,138,45.7,269,21.9,407,30
Thu, Jun 2 2011,0700,426,23.2,1027,6.8,1453,11.6
Thu, Jun 2 2011,0800,803,14.3,2235,4.7,3038,7.3
Thu, Jun 2 2011,0900,1140,11.6,2198,4.5,3338,6.9
Thu, Jun 2 2011,1000,976,14.3,1624,7,2600,9.7
Thu, Jun 2 2011,1100,905,11.9,1352,10.5,2257,11.1
Thu, Jun 2 2011,1200,973,11.2,1187,12.6,2160,11.9
Thu, Jun 2 2011,1300,1127,9.4,1128,11,2255,10.2
Thu, Jun 2 2011,1400,1162,8.6,1080,11.4,2242,9.9
Thu, Jun 2 2011,1500,1326,8.5,1127,10.9,2453,9.6
Thu, Jun 2 2011,1600,1619,6.5,1106,11.3,2725,8.4
Thu, Jun 2 2011,1700,2152,4.2,1166,9.9,3318,6.2
Thu, Jun 2 2011,1800,2525,3.9,1220,6.8,3745,4.9
Thu, Jun 2 2011,1900,2194,3.9,1223,5.5,3417,4.4
Thu, Jun 2 2011,2000,1494,3.3,918,7.4,2412,4.9
Thu, Jun 2 2011,2100,1085,5,651,7.4,1736,5.9
Thu, Jun 2 2011,2200,852,4.3,549,6.7,1401,5.3
Thu, Jun 2 2011,2300,589,5.4,424,8.5,1013,6.7
Thu, Jun 2 2011,2400,386,6.7,273,8.1,659,7.3
Fri, Jun 3 2011,0100,277,9.4,132,10.6,409,9.8
Fri, Jun 3 2011,0200,176,17.6,70,25.7,246,19.9
Fri, Jun 3 2011,0300,91,35.2,66,21.2,157,29.3
Fri, Jun 3 2011,0400,86,39.5,83,19.3,169,29.6
Fri, Jun 3 2011,0500,117,35.9,133,23.3,250,29.2
Fri, Jun 3 2011,0600,161,39.8,290,23.8,451,29.5
Fri, Jun 3 2011,0700,368,23.4,924,7.1,1292,11.8
Fri, Jun 3 2011,0800,672,18.5,2000,5.8,2672,9
Fri, Jun 3 2011,0900,1014,12.2,1952,6.4,2966,8.4
Fri, Jun 3 2011,1000,916,12.8,1507,7.5,2423,9.5
Fri, Jun 3 2011,1100,1112,10.6,1215,10.3,2327,10.4
Fri, Jun 3 2011,1200,1383,9,1218,11.8,2601,10.3
Fri, Jun 3 2011,1300,1646,6,1236,12.3,2882,8.7
Fri, Jun 3 2011,1400,1941,5.5,1205,9.3,3146,7
Fri, Jun 3 2011,1500,2350,4.4,1155,12.4,3505,7
Fri, Jun 3 2011,1600,2768,3.4,1200,9.4,3968,5.2
Fri, Jun 3 2011,1700,3053,3.1,1168,10.3,4221,5.1
Fri, Jun 3 2011,1800,2721,3.4,1205,7.2,3926,4.6
Fri, Jun 3 2011,1900,2550,2.8,1120,5.1,3670,3.5
Fri, Jun 3 2011,2000,2071,2,957,5.2,3028,3
Fri, Jun 3 2011,2100,1530,2.5,684,7.5,2214,4
Fri, Jun 3 2011,2200,992,3.1,585,5.6,1577,4.1
Fri, Jun 3 2011,2300,639,4.1,448,8.3,1087,5.8
Fri, Jun 3 2011,2400,352,6.2,322,9,674,7.6
Sat, Jun 4 2011,0100,241,11.2,180,12.2,421,11.6
Sat, Jun 4 2011,0200,176,12.5,113,10.6,289,11.8
Sat, Jun 4 2011,0300,126,18.3,76,17.1,202,17.8
Sat, Jun 4 2011,0400,103,30.1,84,26.2,187,28.3
Sat, Jun 4 2011,0500,103,17.5,124,16.9,227,17.2
Sat, Jun 4 2011,0600,142,20.4,141,19.1,283,19.8
Sat, Jun 4 2011,0700,296,16.2,329,10,625,13
Sat, Jun 4 2011,0800,507,8.7,476,10.3,983,9.5
Sat, Jun 4 2011,0900,859,5.4,517,7.7,1376,6.2
Sat, Jun 4 2011,1000,1344,4.2,920,8.6,2264,6
Sat, Jun 4 2011,1100,1656,3.8,1113,4.5,2769,4.1
Sat, Jun 4 2011,1200,1935,3,1322,5.1,3257,3.8
Sat, Jun 4 2011,1300,2031,2.4,1410,4.2,3441,3.1
Sat, Jun 4 2011,1400,1850,2.3,1352,3,3202,2.6
Sat, Jun 4 2011,1500,1759,1.8,1182,3,2941,2.3
Sat, Jun 4 2011,1600,1696,1.3,1045,3.5,2741,2.2
Sat, Jun 4 2011,1700,1436,2.2,1011,3.5,2447,2.7
Sat, Jun 4 2011,1800,1391,1.9,973,2.3,2364,2.1
Sat, Jun 4 2011,1900,1365,1.9,1053,3,2418,2.4
Sat, Jun 4 2011,2000,1055,2.2,971,3.1,2026,2.6
Sat, Jun 4 2011,2100,728,1.4,676,3.1,1404,2.2
Sat, Jun 4 2011,2200,444,2.9,521,2.7,965,2.8
Sat, Jun 4 2011,2300,328,2.1,360,3.1,688,2.6
Sat, Jun 4 2011,2400,262,3.4,283,4.6,545,4
Sun, Jun 5 2011,0100,175,4.6,182,3.3,357,3.9
